id,parent_id,type
874,28,company
875,28,company
876,28,company
877,28,company
878,29,company
879,29,company
880,29,company
881,29,company
882,29,company
883,29,company
884,29,company
885,29,company
886,29,company
887,30,company
888,30,company
889,30,company
890,30,company
891,30,company
892,30,company
893,30,company
894,30,company
895,30,company
896,30,company
897,30,company
898,30,company
899,30,company
900,30,company
901,31,company
902,31,company
903,31,company
904,31,company
905,31,company
906,31,company
907,31,company
908,31,company
909,31,company
910,31,company
911,31,company
912,31,company
913,31,company
914,31,company
915,31,company
916,31,company
917,31,company
918,31,company
919,31,company
920,31,company
921,31,company
922,31,company
923,31,company
924,31,company
925,31,company
926,31,company
927,31,company
928,31,company
929,31,company
930,31,company
931,31,company
932,31,company
933,31,company
934,31,company
935,31,company
936,31,company
937,31,company
938,31,company
939,31,company
940,31,company
941,31,company
942,31,company
943,31,company
944,31,company
945,32,company
946,32,company
947,32,company
948,32,company
949,32,company
950,32,company
951,32,company
952,32,company
953,32,company
954,32,company
955,32,company
956,32,company
957,32,company
958,33,company
959,33,company
960,33,company
961,33,company
962,33,company
963,33,company
964,33,company
965,33,company
966,33,company
967,33,company
968,33,company
969,33,company
970,33,company
971,33,company
972,33,company
973,33,company
974,33,company
975,33,company
976,33,company
977,33,company
978,33,company
979,33,company
980,33,company
981,33,company
982,33,company
983,33,company
984,33,company
985,33,company
986,33,company
987,33,company
988,33,company
989,33,company
990,33,company
991,33,company
992,33,company
993,33,company
994,33,company
995,33,company
996,34,company
997,34,company
998,34,company
999,34,company
1000,34,company
1001,34,company
1002,34,company
1003,34,company
1004,34,company
1005,34,company
1006,34,company
1007,34,company
1008,34,company
1009,34,company
1010,34,company
1011,34,company
1012,34,company
1013,34,company
1014,34,company
1015,34,company
1016,34,company
1017,34,company
1018,34,company
1019,34,company
1020,34,company
1021,34,company
1022,34,company
1023,34,company
1024,34,company
1025,34,company
1026,34,company
1027,34,company
1028,34,company
1029,34,company
1030,34,company
1031,34,company
1032,34,company
1033,34,company
1034,34,company
1035,34,company
1036,34,company
1037,34,company
1038,34,company
1039,34,company
1040,34,company
1041,34,company
1042,34,company
1043,34,company
1044,34,company
1045,34,company
1046,34,company
1047,34,company
1048,34,company
1049,34,company
1050,34,company
1051,35,company
1052,35,company
1053,35,company
1054,35,company
1055,35,company
1056,35,company
1057,35,company
1058,35,company
1059,35,company
1060,35,company
1061,35,company
1062,35,company
1063,35,company
1064,35,company
1065,35,company
1066,35,company
1067,35,company
1068,35,company
1069,36,company
1070,36,company
1071,36,company
1072,36,company
1073,36,company
1074,36,company
1075,36,company
1076,36,company
1077,36,company
1078,36,company
1079,36,company
1080,36,company
1081,36,company
1082,36,company
1083,36,company
1084,36,company
1085,36,company
1086,36,company
1087,36,company
1088,36,company
1089,37,company
1090,37,company
1091,37,company
1092,37,company
1093,37,company
1094,37,company
1095,37,company
1096,37,company
1097,37,company
1098,37,company
1099,37,company
1100,37,company
1101,37,company
1102,37,company
1103,37,company
1104,37,company
1105,37,company
1106,37,company
1107,37,company
1108,37,company
1109,37,company
1110,37,company
1111,37,company
1112,37,company
1113,37,company
1114,37,company
1115,38,company
1116,38,company
1117,38,company
1118,38,company
1119,38,company
1120,38,company
1121,38,company
1122,38,company
1123,38,company
1124,38,company
1125,38,company
1126,38,company
1127,38,company
1128,38,company
1129,38,company
1130,38,company
1131,38,company
1132,38,company
1133,38,company
1134,38,company
1135,38,company
1136,38,company
1137,38,company
1138,38,company
1139,38,company
1140,38,company
1141,38,company
1142,38,company
1143,39,company
1144,39,company
1145,39,company
1146,39,company
1147,39,company
1148,39,company
1149,39,company
1150,39,company
1151,39,company
1152,39,company
1153,39,company
1154,39,company
1155,39,company
1156,39,company
1157,39,company
1158,39,company
1159,39,company
1160,39,company
1161,39,company
1162,39,company
1163,39,company
1164,39,company
1165,40,company
1166,40,company
1167,40,company
1168,40,company
1169,40,company
1170,40,company
1171,40,company
1172,40,company
1173,40,company
1174,40,company
1175,40,company
1176,40,company
1177,40,company
1178,40,company
1179,40,company
1180,40,company
1181,40,company
1182,40,company
1183,41,company
1184,41,company
1185,41,company
1186,41,company
1187,41,company
1188,41,company
1189,41,company
1190,41,company
1191,41,company
1192,41,company
1193,41,company
1194,41,company
1195,41,company
1196,41,company
1197,41,company
1198,41,company
1199,41,company
1200,42,company
1201,42,company
1202,42,company
1203,42,company
1204,42,company
1205,42,company
1206,42,company
1207,42,company
1208,42,company
1209,42,company
1210,42,company
1211,42,company
1212,42,company
1213,42,company
1214,42,company
1215,42,company
1216,42,company
1217,42,company
1218,42,company
1219,42,company
1220,42,company
1221,42,company
1222,43,company
1223,43,company
1224,43,company
1225,43,company
1226,43,company
1227,43,company
1228,43,company
1229,43,company
1230,43,company
1231,43,company
1232,43,company
1233,43,company
1234,43,company
1235,43,company
1236,43,company
1237,43,company
1238,43,company
1239,43,company
1240,43,company
1241,43,company
1242,43,company
1243,43,company
1244,43,company
1245,43,company
1246,43,company
1247,43,company
1248,44,company
1249,44,company
1250,44,company
1251,44,company
1252,44,company
1253,44,company
1254,44,company
1255,44,company
1256,44,company
1257,44,company
1258,44,company
1259,44,company
1260,44,company
1261,44,company
1262,44,company
1263,44,company
1264,44,company
1265,44,company
1266,44,company
1267,44,company
1268,44,company
1269,44,company
1270,44,company
1271,44,company
1272,44,company
1273,44,company
1274,44,company
1275,44,company
1276,44,company
1277,44,company
1278,44,company
1279,44,company
1280,44,company
1281,44,company
1282,44,company
1283,44,company
1284,44,company
1285,44,company
1286,44,company
1287,44,company
1288,44,company
1289,44,company
1290,44,company
1291,44,company
1292,44,company
1293,44,company
1294,44,company
1295,44,company
1296,44,company
1297,44,company
1298,44,company
1299,44,company
1300,44,company
1301,44,company
1302,44,company
1303,44,company
1304,44,company
1305,44,company
1306,44,company
1307,44,company
1308,44,company
1309,44,company
1310,44,company
1311,44,company
1312,44,company
1313,44,company
1314,44,company
1315,44,company
1316,44,company
1317,44,company
1318,44,company
1319,44,company
1320,44,company
1321,44,company
1322,44,company
1323,44,company
1324,44,company
1325,44,company
1326,44,company
1327,44,company
1328,44,company
1329,44,company
1330,44,company
1331,44,company
1332,44,company
1333,44,company
1334,44,company
1335,44,company
1336,44,company
1337,44,company
1338,44,company
1339,44,company
1340,44,company
1341,44,company
1342,44,company
1343,44,company
1344,44,company
1345,44,company
1346,44,company
1347,44,company
1348,44,company
1349,44,company
1350,44,company
1351,44,company
1352,44,company
1353,44,company
1354,44,company
1355,44,company
1356,44,company
1357,44,company
1358,44,company
1359,45,company
1360,45,company
1361,46,company
1362,46,company
1363,46,company
1364,46,company
1365,46,company
1366,46,company
1367,46,company
1368,46,company
1369,46,company
1370,46,company
1371,46,company
1372,46,company
1373,46,company
1374,46,company
1375,46,company
1376,46,company
1377,46,company
1378,46,company
1379,46,company
1380,46,company
1381,46,company
1382,46,company
1383,46,company
1384,46,company
1385,46,company
1386,46,company
1387,46,company
1388,46,company
1389,46,company
1390,46,company
1391,46,company
1392,46,company
1393,46,company
1394,46,company
1395,46,company
1396,46,company
1397,47,company
1398,47,company
1399,47,company
1400,47,company
1401,47,company
1402,47,company
1403,47,company
1404,47,company
1405,47,company
1406,47,company
1407,47,company
1408,47,company
1409,47,company
1410,47,company
1411,48,company
1412,48,company
1413,48,company
1414,48,company
1415,48,company
1416,48,company
1417,48,company
1418,48,company
1419,48,company
1420,48,company
1421,48,company
1422,48,company
1423,48,company
1424,48,company
1425,48,company
1426,48,company
1427,48,company
1428,48,company
1429,48,company
1430,48,company
1431,48,company
1432,48,company
1433,48,company
1434,48,company
1435,48,company
1436,48,company
1437,48,company
1438,48,company
1439,48,company
1440,48,company
1441,48,company
1442,48,company
1443,48,company
1444,48,company
1445,49,company
1446,49,company
1447,49,company
1448,49,company
1449,49,company
1450,49,company
1451,49,company
1452,49,company
1453,49,company
1454,49,company
1455,49,company
1456,49,company
1457,49,company
1458,49,company
1459,49,company
1460,49,company
1461,49,company
1462,49,company
1463,49,company
1464,50,company
1465,50,company
1466,50,company
1467,50,company
1468,50,company
1469,50,company
1470,50,company
1471,50,company
1472,50,company
1473,50,company
1474,50,company
1475,50,company
1476,50,company
1477,50,company
1478,50,company
1479,50,company
1480,50,company
1481,50,company
1482,50,company
1483,50,company
1484,50,company
1485,50,company
1486,50,company
1487,50,company
1488,50,company
1489,50,company
1490,50,company
1491,50,company
1492,50,company
1493,51,company
1494,51,company
1495,51,company
1496,51,company
1497,51,company
1498,51,company
1499,51,company
1500,51,company
1501,51,company
1502,52,company
1503,52,company
1504,52,company
1505,52,company
1506,52,company
1507,52,company
1508,52,company
1509,52,company
1510,52,company
1511,52,company
1512,52,company
1513,52,company
1514,52,company
1515,52,company
1516,52,company
1517,52,company
1518,52,company
1519,52,company
1520,53,company
1521,53,company
1522,53,company
1523,53,company
1524,53,company
1525,53,company
1526,54,company
1527,54,company
1528,54,company
1529,54,company
1530,54,company
1531,54,company
1532,54,company
1533,55,company
1534,55,company
1535,55,company
1536,55,company
1537,55,company
1538,55,company
1539,55,company
1540,55,company
1541,55,company
1542,55,company
1543,55,company
1544,56,company
1545,56,company
1546,56,company
1547,56,company
1548,56,company
1549,56,company
1550,56,company
1551,56,company
1552,56,company
1553,56,company
1554,56,company
1555,56,company
1556,56,company
1557,56,company
1558,56,company
1559,56,company
1560,56,company
1561,56,company
1562,56,company
1563,56,company
1564,56,company
1565,56,company
1566,56,company
1567,57,company
1568,57,company
1569,57,company
1570,57,company
1571,57,company
1572,57,company
1573,57,company
1574,57,company
1575,57,company
1576,57,company
1577,57,company
1578,57,company
1579,57,company
1580,57,company
1581,57,company
1582,57,company
1583,57,company
1584,57,company
1585,57,company
1586,58,company
1587,58,company
1588,58,company
1589,58,company
1590,58,company
1591,58,company
1592,58,company
1593,58,company
1594,58,company
1595,58,company
1596,58,company
1597,58,company
1598,58,company
1599,59,company
1600,59,company
1601,59,company
1602,59,company
1603,59,company
1604,59,company
1605,59,company
1606,59,company
1607,59,company
1608,59,company
1609,59,company
1610,59,company
1611,59,company
1612,59,company
1613,59,company
1614,59,company
1615,59,company
1616,59,company
1617,59,company
1618,59,company
1619,59,company
1620,59,company
1621,59,company
1622,59,company
1623,59,company
1624,59,company
1625,59,company
1626,59,company
1627,59,company
1628,59,company
1629,59,company
1630,59,company
1631,59,company
1632,59,company
1633,59,company
1634,59,company
1635,59,company
1636,59,company
1637,59,company
1638,59,company
1639,59,company
1640,59,company
1641,59,company
1642,59,company
1643,59,company
1644,59,company
1645,59,company
1646,59,company
1647,59,company
1648,59,company
1649,59,company
1650,59,company
1651,59,company
1652,59,company
1653,59,company
1654,59,company
1655,59,company
1656,59,company
1657,59,company
1658,59,company
1659,59,company
1660,59,company
1661,59,company
1662,59,company
1663,59,company
1664,59,company
1665,59,company
1666,59,company
1667,59,company
1668,60,company
1669,60,company
1670,60,company
1671,60,company
1672,60,company
1673,60,company
1674,60,company
1675,60,company
1676,60,company
1677,60,company
1678,60,company
1679,60,company
1680,60,company
1681,60,company
1682,60,company
1683,60,company
1684,60,company
1685,60,company
1686,60,company
1687,60,company
1688,60,company
1689,60,company
1690,60,company
1691,60,company
1692,60,company
1693,60,company
1694,60,company
1695,60,company
1696,60,company
1697,60,company
1698,60,company
1699,60,company
1700,60,company
1701,60,company
1702,60,company
1703,61,company
1704,61,company
1705,61,company
1706,61,company
1707,61,company
1708,61,company
1709,61,company
1710,61,company
1711,61,company
1712,61,company
1713,61,company
1714,61,company
1715,61,company
1716,61,company
1717,61,company
1718,61,company
1719,61,company
1720,61,company
1721,61,company
1722,61,company
1723,61,company
1724,61,company
1725,61,company
1726,61,company
1727,61,company
1728,61,company
1729,61,company
1730,61,company
1731,61,company
1732,61,company
1733,61,company
1734,61,company
1735,61,company
1736,61,company
1737,61,company
1738,61,company
1739,61,company
1740,61,company
1741,61,company
1742,61,company
1743,61,company
1744,61,company
1745,61,company
1746,61,company
1747,61,company
1748,61,company
1749,61,company
1750,61,company
1751,61,company
1752,61,company
1753,61,company
1754,61,company
1755,61,company
1756,61,company
1757,61,company
1758,61,company
1759,61,company
1760,61,company
1761,61,company
1762,61,company
1763,61,company
1764,62,company
1765,62,company
1766,62,company
1767,62,company
1768,62,company
1769,62,company
1770,62,company
1771,62,company
1772,62,company
1773,62,company
1774,62,company
1775,62,company
1776,62,company
1777,62,company
1778,62,company
1779,62,company
1780,62,company
1781,62,company
1782,62,company
1783,62,company
1784,62,company
1785,62,company
1786,62,company
1787,62,company
1788,62,company
1789,62,company
1790,62,company
1791,62,company
1792,62,company
1793,62,company
1794,62,company
1795,62,company
1796,62,company
1797,62,company
1798,62,company
1799,62,company
1800,62,company
1801,62,company
1802,62,company
1803,62,company
1804,62,company
1805,62,company
1806,63,company
1807,63,company
1808,63,company
1809,63,company
1810,63,company
1811,63,company
1812,63,company
1813,63,company
1814,63,company
1815,63,company
1816,63,company
1817,63,company
1818,63,company
1819,63,company
1820,63,company
1821,63,company
1822,63,company
1823,63,company
1824,63,company
1825,63,company
1826,63,company
1827,63,company
1828,63,company
1829,63,company
1830,63,company
1831,63,company
1832,63,company
1833,63,company
1834,63,company
1835,63,company
1836,63,company
1837,63,company
1838,63,company
1839,63,company
1840,64,company
1841,64,company
1842,64,company
1843,64,company
1844,64,company
1845,64,company
1846,64,company
1847,64,company
1848,64,company
1849,64,company
1850,64,company
1851,64,company
1852,64,company
1853,64,company
1854,64,company
1855,64,company
1856,64,company
1857,64,company
1858,64,company
1859,64,company
1860,64,company
1861,64,company
1862,64,company
1863,64,company
1864,64,company
1865,64,company
1866,64,company
1867,64,company
1868,64,company
1869,64,company
1870,64,company
1871,64,company
1872,64,company
1873,64,company
1874,64,company
1875,65,company
1876,65,company
1877,65,company
1878,65,company
1879,65,company
1880,65,company
1881,65,company
1882,65,company
1883,65,company
1884,65,company
1885,65,company
1886,65,company
1887,65,company
1888,65,company
1889,65,company
1890,65,company
1891,65,company
1892,65,company
1893,65,company
1894,65,company
1895,65,company
1896,65,company
1897,65,company
1898,65,company
1899,65,company
1900,65,company
1901,65,company
1902,65,company
1903,65,company
1904,65,company
1905,65,company
1906,65,company
1907,65,company
1908,66,company
1909,66,company
1910,66,company
1911,66,company
1912,66,company
1913,66,company
1914,66,company
1915,66,company
1916,66,company
1917,66,company
1918,66,company
1919,66,company
1920,66,company
1921,66,company
1922,66,company
1923,66,company
1924,66,company
1925,66,company
1926,66,company
1927,66,company
1928,67,company
1929,67,company
1930,67,company
1931,67,company
1932,67,company
1933,67,company
1934,67,company
1935,67,company
1936,67,company
1937,67,company
1938,67,company
1939,67,company
1940,67,company
1941,67,company
1942,67,company
1943,67,company
1944,67,company
1945,67,company
1946,67,company
1947,67,company
1948,67,company
1949,67,company
1950,67,company
1951,67,company
1952,67,company
1953,67,company
1954,68,company
1955,68,company
1956,68,company
1957,68,company
1958,68,company
1959,68,company
1960,68,company
1961,68,company
1962,68,company
1963,68,company
1964,68,company
1965,68,company
1966,68,company
1967,68,company
1968,68,company
1969,68,company
1970,68,company
1971,68,company
1972,68,company
1973,68,company
1974,68,company
1975,68,company
1976,68,company
1977,68,company
1978,68,company
1979,68,company
1980,68,company
1981,68,company
1982,68,company
1983,68,company
1984,68,company
1985,68,company
1986,68,company
1987,68,company
1988,68,company
1989,68,company
1990,68,company
1991,68,company
1992,68,company
1993,68,company
1994,68,company
1995,68,company
1996,68,company
1997,68,company
1998,68,company
1999,68,company
2000,68,company
2001,68,company
2002,68,company
2003,68,company
2004,68,company
2005,68,company
2006,68,company
2007,68,company
2008,68,company
2009,68,company
2010,68,company
2011,68,company
2012,68,company
2013,68,company
2014,68,company
2015,68,company
2016,68,company
2017,68,company
2018,68,company
2019,68,company
2020,68,company
2021,68,company
2022,68,company
2023,68,company
2024,68,company
2025,68,company
2026,68,company
2027,69,company
2028,69,company
2029,69,company
2030,69,company
2031,69,company
2032,69,company
2033,69,company
2034,69,company
2035,69,company
2036,69,company
2037,69,company
2038,69,company
2039,69,company
2040,69,company
2041,69,company
2042,69,company
2043,69,company
2044,69,company
2045,69,company
2046,69,company
2047,69,company
2048,69,company
2049,69,company
2050,69,company
2051,69,company
2052,69,company
2053,70,company
2054,70,company
2055,70,company
2056,70,company
2057,70,company
2058,70,company
2059,70,company
2060,70,company
2061,70,company
2062,70,company
2063,70,company
2064,70,company
2065,70,company
2066,70,company
2067,70,company
2068,70,company
2069,70,company
2070,70,company
2071,70,company
2072,70,company
2073,70,company
2074,70,company
2075,70,company
2076,70,company
2077,70,company
2078,70,company
2079,70,company
2080,70,company
2081,70,company
2082,70,company
2083,70,company
2084,70,company
2085,70,company
2086,70,company
2087,70,company
2088,70,company
2089,70,company
2090,70,company
2091,70,company
2092,70,company
2093,70,company
2094,70,company
2095,70,company
2096,71,company
2097,71,company
2098,71,company
2099,71,company
2100,71,company
2101,71,company
2102,71,company
2103,71,company
2104,71,company
2105,71,company
2106,71,company
2107,71,company
2108,71,company
2109,71,company
2110,71,company
2111,71,company
2112,71,company
2113,71,company
2114,71,company
2115,71,company
2116,71,company
2117,71,company
2118,72,company
2119,72,company
2120,72,company
2121,72,company
2122,72,company
2123,72,company
2124,72,company
2125,72,company
2126,72,company
2127,72,company
2128,72,company
2129,72,company
2130,72,company
2131,73,company
2132,73,company
2133,73,company
2134,73,company
2135,73,company
2136,73,company
2137,73,company
2138,73,company
2139,73,company
2140,73,company
2141,73,company
2142,73,company
2143,73,company
2144,73,company
2145,73,company
2146,73,company
2147,73,company
2148,73,company
2149,73,company
2150,73,company
2151,73,company
2152,73,company
2153,73,company
2154,73,company
2155,73,company
2156,73,company
2157,73,company
2158,73,company
2159,73,company
2160,73,company
2161,73,company
2162,73,company
2163,73,company
2164,73,company
2165,73,company
2166,73,company
2167,73,company
2168,73,company
2169,73,company
2170,73,company
2171,73,company
2172,73,company
2173,73,company
2174,73,company
2175,73,company
2176,73,company
2177,73,company
2178,73,company
2179,73,company
2180,73,company
2181,73,company
2182,73,company
2183,73,company
2184,73,company
2185,73,company
2186,73,company
2187,73,company
2188,73,company
2189,73,company
2190,73,company
2191,73,company
2192,73,company
2193,73,company
2194,74,company
2195,74,company
2196,74,company
2197,74,company
2198,74,company
2199,74,company
2200,74,company
2201,74,company
2202,74,company
2203,74,company
2204,74,company
2205,74,company
2206,74,company
2207,74,company
2208,74,company
2209,74,company
2210,74,company
2211,75,company
2212,75,company
2213,75,company
2214,75,company
2215,75,company
2216,75,company
2217,75,company
2218,75,company
2219,75,company
2220,75,company
2221,75,company
2222,75,company
2223,75,company
2224,75,company
2225,75,company
2226,75,company
2227,75,company
2228,75,company
2229,75,company
2230,75,company
2231,75,company
2232,75,company
2233,75,company
2234,76,company
2235,76,company
2236,76,company
2237,76,company
2238,76,company
2239,76,company
2240,76,company
2241,76,company
2242,76,company
2243,76,company
2244,76,company
